"id","age","monthly_income","zip","credit_score","years_of_employment","dependents","approved"
52930,21,8042.37,92446,650,39,5,0.0
52931,25,14632.96,90048,350,36,5,0.0
52932,20,6049.34,90268,783,11,2,0.0
52933,38,5527.41,95011,544,21,1,1.0
52934,35,3960.1,92451,428,36,3,1.0
52935,39,4828.64,91198,775,21,5,1.0
52936,21,9304.78,90245,623,20,5,0.0
52937,28,3464.87,90774,849,39,3,0.0
52938,29,7030.32,91840,817,8,3,0.0
52939,43,3976.0,92247,828,40,2,1.0
52940,39,7801.53,90748,333,43,2,1.0
52941,37,11632.48,90019,817,9,5,1.0
52942,18,12967.04,95318,383,39,4,0.0
52943,45,9316.28,94515,700,26,1,1.0
52944,36,8937.42,90524,500,29,1,1.0
52945,19,13540.3,90533,748,16,5,0.0
52946,39,15154.48,90879,752,45,5,1.0
52947,41,4315.3,95950,783,18,3,1.0
52948,34,4006.59,90014,374,17,5,1.0
52949,34,9034.52,95363,802,17,4,1.0
52950,20,12690.17,93102,429,32,4,0.0
52951,24,6012.75,90718,830,14,5,0.0
52952,42,9621.68,92964,806,39,3,1.0
52953,31,8467.82,90184,685,6,5,1.0
52954,28,9593.48,95050,415,14,5,0.0
52955,32,14261.72,95324,661,4,5,1.0
52956,20,9706.24,92218,676,3,2,0.0
52957,31,7437.16,93626,656,8,5,1.0
52958,34,7738.95,91723,509,9,5,1.0
52959,27,14726.04,91709,347,20,3,0.0
52960,34,9484.41,91396,412,8,1,1.0
52961,29,8232.75,92416,592,11,1,0.0
52962,41,3328.46,94875,803,14,1,1.0
52963,39,6280.27,91760,477,23,1,1.0
52964,39,9599.7,92434,820,12,5,1.0
52965,19,4559.82,92495,802,43,5,0.0
52966,30,9190.4,93713,551,13,5,1.0
52967,27,9721.17,92039,669,25,5,0.0
52968,24,13389.92,95293,565,42,4,0.0
52969,39,11953.1,93508,470,36,2,1.0
52970,42,8598.74,91374,414,45,2,1.0
52971,24,11122.82,91145,658,6,4,0.0
52972,30,10051.73,92561,744,8,1,1.0
52973,38,10732.47,92318,585,20,3,1.0
52974,31,13081.56,96013,603,35,3,1.0
52975,23,12553.29,92060,654,42,1,0.0
52976,41,16957.09,92994,465,3,3,1.0
52977,36,8325.1,91201,610,4,4,1.0
52978,25,7642.17,95121,776,1,5,0.0
52979,31,10158.07,93873,303,2,3,1.0
52980,23,10961.12,95757,538,23,4,0.0
52981,28,10733.95,91093,595,18,1,0.0
52982,21,8177.1,90038,788,30,2,0.0
52983,34,4163.7,92815,390,22,4,1.0
52984,30,10433.5,95590,596,29,4,1.0
52985,32,7593.08,90342,811,5,2,1.0
52986,39,9892.85,93086,793,4,1,1.0
52987,24,11493.72,91293,551,42,5,0.0
52988,26,14120.34,90549,478,10,2,0.0
52989,33,11952.47,96028,697,22,4,1.0
52990,27,5104.94,92295,661,25,3,0.0
52991,32,8838.97,94488,729,13,4,1.0
52992,38,11868.66,90057,412,15,4,1.0
52993,26,3965.08,91698,839,43,4,0.0
52994,33,9241.48,91159,740,36,4,1.0
52995,36,12023.0,94270,788,39,4,1.0
52996,32,9510.35,91680,659,20,4,1.0
52997,35,16933.87,90094,677,37,3,1.0
52998,27,1799.8,91075,668,21,4,0.0
52999,24,12605.85,94034,689,34,2,0.0
53000,34,14121.79,94006,519,22,1,1.0
53001,25,11320.33,94118,539,2,4,0.0
53002,43,8927.32,95573,824,21,3,1.0
53003,35,11540.45,92241,332,32,3,1.0
53004,39,11209.85,91052,410,26,3,1.0
53005,38,10546.5,90448,536,29,2,1.0
53006,45,5551.48,92576,625,28,3,1.0
53007,34,10659.41,90530,623,36,5,1.0
53008,25,9808.11,94097,387,43,5,0.0
53009,39,14411.64,95719,416,15,2,1.0
53010,41,17054.6,93098,412,5,3,1.0
53011,34,13971.86,92725,709,41,3,1.0
53012,25,9468.02,93127,330,35,3,0.0
53013,21,13470.69,94230,591,27,3,0.0
53014,32,4798.61,94034,519,44,2,1.0
53015,27,10241.69,92084,809,44,2,0.0
53016,28,15765.99,90701,506,43,2,0.0
53017,18,10571.41,93465,678,1,5,0.0
53018,41,5693.21,91891,340,42,2,1.0
53019,23,6114.78,91962,638,18,3,0.0
53020,18,3312.45,90800,525,9,3,0.0
53021,30,12725.22,90373,778,45,5,1.0
53022,30,11450.17,92375,733,36,5,1.0
53023,21,8536.76,91931,504,37,4,0.0
53024,30,11505.43,95176,343,15,2,1.0
53025,27,8992.89,92237,801,31,3,0.0
53026,30,14629.1,94719,539,12,2,1.0
53027,27,14501.74,92517,559,14,1,0.0
53028,23,12176.27,90598,705,14,3,0.0
53029,35,10659.01,91032,609,33,3,1.0
53030,18,10137.25,92167,620,1,1,0.0
53031,32,10884.87,95696,469,25,4,1.0
53032,45,9224.45,93334,402,31,2,1.0
53033,39,11245.55,90249,309,22,4,1.0
53034,39,14802.52,94311,615,41,4,1.0
53035,29,13043.51,92945,538,24,2,0.0
53036,33,11712.77,91588,804,24,1,1.0
53037,31,6700.43,95177,349,34,5,1.0
53038,25,18038.17,93912,571,27,5,0.0
53039,30,12688.51,93212,617,41,2,1.0
53040,29,12701.59,96119,837,23,5,0.0
53041,33,9097.88,94233,734,36,4,1.0
53042,44,12052.98,91714,450,28,1,1.0
53043,23,9830.47,93768,657,20,3,0.0
53044,30,7161.62,92158,607,25,3,1.0
53045,37,3202.08,90928,410,14,5,1.0
53046,24,12501.02,95860,791,15,5,0.0
53047,34,10458.15,95116,397,18,5,1.0
53048,18,10248.17,91452,629,9,3,0.0
53049,28,13992.1,91099,727,37,4,0.0
53050,31,7623.29,91094,731,29,3,1.0
53051,40,8796.54,92373,387,32,2,1.0
53052,33,11767.73,92238,583,37,1,1.0
53053,37,11066.81,92439,525,16,1,1.0
53054,18,11571.1,91779,766,3,2,0.0
53055,34,12122.72,94190,618,6,1,1.0
53056,29,2337.97,92423,469,36,2,0.0
53057,32,14127.96,95301,342,32,1,1.0
53058,27,12815.31,96068,493,7,2,0.0
53059,32,19645.31,92507,484,40,2,1.0
53060,30,8665.09,91634,515,9,5,1.0
53061,36,7713.99,91699,729,24,3,1.0
53062,35,14759.32,95775,343,16,3,1.0
53063,34,14071.62,95077,684,34,3,1.0
53064,30,14038.24,91705,791,24,4,1.0
53065,31,2060.84,93851,430,4,1,1.0
53066,29,11647.36,93639,443,17,3,0.0
53067,29,14497.29,91197,478,30,4,0.0
53068,31,11072.83,90657,689,25,2,1.0
53069,38,15147.98,92724,565,20,3,1.0
53070,28,10791.96,94070,810,6,5,0.0
53071,30,18301.13,93231,780,6,2,1.0
53072,33,7266.27,95269,530,31,4,1.0
53073,31,13392.32,94460,783,30,2,1.0
53074,36,15652.97,95694,368,32,4,1.0
53075,31,6922.55,91172,666,13,3,1.0
53076,35,10579.21,92094,338,18,2,1.0
53077,24,10322.94,93056,727,15,4,0.0
53078,25,5769.91,91597,333,6,5,0.0
53079,40,18418.86,90749,402,14,2,1.0
53080,19,13586.16,91373,374,22,4,0.0
53081,34,8864.32,95540,788,45,2,1.0
53082,28,10498.16,91853,671,30,3,0.0
53083,30,16591.6,90278,565,37,3,1.0
53084,34,17292.13,92964,845,7,5,1.0
53085,34,11690.07,94426,481,9,1,1.0
53086,21,13683.66,90165,486,1,2,0.0
53087,37,6550.04,92210,629,30,2,1.0
53088,32,13689.58,91765,665,16,2,1.0
53089,21,4473.74,93789,500,16,3,0.0
53090,28,13018.34,93080,561,31,4,0.0
53091,35,8037.29,95343,539,26,3,1.0
53092,20,7652.91,93131,608,38,2,0.0
53093,26,13180.74,92524,587,13,5,0.0
53094,42,17850.91,93756,403,31,4,1.0
53095,26,5119.92,95194,532,35,3,0.0
53096,25,12513.04,90442,300,25,2,0.0
53097,27,11412.0,92409,303,28,5,0.0
53098,23,10321.21,95197,392,28,4,0.0
53099,30,7361.63,93348,569,12,1,1.0
53100,23,12738.08,94087,751,10,4,0.0
53101,21,6747.59,94189,775,23,3,0.0
53102,37,12114.26,90256,325,17,4,1.0
53103,31,10072.91,91750,308,43,1,1.0
53104,21,9766.37,92237,547,43,4,0.0
53105,37,11088.1,95626,384,22,2,1.0
53106,20,15329.2,94460,352,42,5,0.0
53107,24,11365.54,91263,485,11,5,0.0
53108,34,2862.55,94681,391,38,4,1.0
53109,28,11325.34,95396,417,38,4,0.0
53110,26,12147.86,91756,413,21,2,0.0
53111,38,6741.07,93137,561,43,3,1.0
53112,28,11573.66,94922,718,26,3,0.0
53113,38,9399.8,92690,306,3,1,1.0
53114,29,6160.75,93444,807,9,2,0.0
53115,32,5948.22,95822,554,39,5,1.0
53116,37,17734.34,91712,516,42,5,1.0
53117,20,9417.44,95111,596,38,2,0.0
53118,27,11063.12,93230,502,29,2,0.0
53119,22,18471.54,90099,435,37,2,0.0
53120,37,10886.65,95674,600,41,3,1.0
53121,29,12165.2,90229,627,36,5,0.0
53122,27,3198.53,94729,670,25,3,0.0
53123,31,12817.29,93918,711,18,3,1.0
53124,37,8668.22,93454,381,11,4,1.0
53125,36,8413.51,95870,366,40,4,1.0
53126,31,7760.04,94216,437,30,1,1.0
53127,36,14257.11,94304,725,15,4,1.0
53128,41,11660.27,95861,545,20,5,1.0
53129,30,10040.63,95490,805,38,5,1.0
53130,37,9219.36,91385,617,28,2,1.0
53131,34,14985.35,91711,490,18,5,1.0
53132,37,11620.02,90641,661,43,5,1.0
53133,25,10066.01,94200,321,36,3,0.0
53134,40,10778.92,90846,413,27,5,1.0
53135,37,5383.06,95126,580,10,1,1.0
53136,41,16764.96,93455,688,43,5,1.0
53137,18,11802.59,90760,350,11,3,0.0
53138,28,14053.78,93377,703,11,1,0.0
53139,34,16735.64,95156,636,3,3,1.0
53140,41,6014.6,92173,760,13,4,1.0
53141,27,14186.99,95822,315,39,5,0.0
53142,26,13833.44,93428,430,20,2,0.0
53143,31,10873.15,93860,828,19,1,1.0
53144,18,6761.93,93983,807,10,1,0.0
53145,28,9490.2,92884,811,20,2,0.0
53146,24,9393.66,93341,736,37,1,0.0
53147,23,13972.03,94567,740,34,1,0.0
53148,27,13594.97,92631,802,25,2,0.0
53149,39,10554.62,95787,392,45,1,1.0
53150,30,9822.88,92313,761,39,1,1.0
53151,26,13140.65,95937,652,32,4,0.0
53152,37,7166.28,91058,789,34,4,1.0
53153,39,10843.09,94666,667,26,1,1.0
53154,32,7239.78,92181,444,43,3,1.0
53155,26,8030.5,92734,310,23,1,0.0
53156,42,10547.77,92088,316,44,3,1.0
53157,18,8792.44,93126,355,14,4,0.0
53158,42,8349.43,95592,808,32,5,1.0
53159,43,13757.62,93281,336,31,1,1.0
53160,26,11188.64,90182,339,15,2,0.0
53161,35,11917.38,93860,404,17,5,1.0
53162,23,12310.29,90132,376,41,4,0.0
53163,22,12263.7,92779,570,20,5,0.0
53164,28,5060.27,94868,392,12,2,0.0
53165,27,18064.66,93059,839,19,1,0.0
53166,31,7362.41,91541,349,27,2,1.0
53167,35,7048.26,92817,360,40,5,1.0
53168,25,11075.32,95221,566,39,4,0.0
53169,28,16819.46,90375,577,25,4,0.0
53170,43,9734.72,94020,613,21,3,1.0
53171,34,10983.37,90346,518,28,1,1.0
53172,24,10315.05,90701,377,44,3,0.0
53173,42,12223.09,95319,358,19,5,1.0
53174,25,11059.92,90980,389,15,1,0.0
53175,23,2799.54,94576,741,38,5,0.0
53176,22,9136.88,92754,422,5,3,0.0
53177,35,13432.39,95163,480,32,2,1.0
53178,18,8690.34,92643,685,4,1,0.0
53179,38,4988.69,91273,748,41,4,1.0
53180,21,2633.05,90194,336,6,2,0.0
53181,43,13331.62,95289,779,25,5,1.0
53182,21,12811.6,91603,313,28,2,0.0
53183,39,14594.44,93282,666,21,2,1.0
53184,33,15020.67,95968,523,38,4,1.0
53185,38,11968.94,91023,725,5,2,1.0
53186,29,8504.78,95407,576,15,5,0.0
53187,38,3119.11,95992,708,18,4,1.0
53188,25,5840.2,92285,679,43,1,0.0
53189,33,9488.04,95741,845,26,3,1.0
53190,21,4810.88,90841,695,40,2,0.0
53191,34,9813.84,90899,736,29,5,1.0
53192,26,5509.03,94147,463,18,1,0.0
53193,23,10533.82,91428,749,41,5,0.0
53194,26,6266.63,93043,600,13,1,0.0
53195,25,9528.93,93681,544,18,3,0.0
53196,41,11034.84,93175,802,33,5,1.0
53197,32,2875.06,93204,557,9,5,1.0
53198,25,12275.54,95544,809,15,3,0.0
53199,38,10978.04,91671,533,33,1,1.0
53200,20,18626.88,93549,670,37,2,0.0
53201,25,7425.11,90112,513,37,4,0.0
53202,34,7424.22,93565,444,36,5,1.0
53203,31,6047.93,94231,351,25,1,1.0
53204,22,16575.55,95707,543,26,1,0.0
53205,27,7362.1,92758,506,22,1,0.0
53206,33,8370.39,91096,808,36,3,1.0
53207,33,8765.02,90436,317,18,2,1.0
53208,21,15219.83,94659,519,42,1,0.0
53209,19,6537.92,95445,836,13,1,0.0
53210,41,14616.93,91117,797,35,3,1.0
53211,29,11942.55,95434,424,14,1,0.0
53212,37,8692.93,91075,814,6,1,1.0
53213,42,8568.47,95829,302,26,5,1.0
53214,23,11215.12,94555,394,10,1,0.0
53215,21,11027.9,94851,699,12,5,0.0
53216,43,4496.91,95719,620,45,4,1.0
53217,40,5252.2,91972,626,34,5,1.0
53218,35,2276.85,95222,804,11,2,1.0
53219,26,11338.65,93323,744,22,3,0.0
53220,39,7292.57,91968,570,33,3,1.0
53221,43,13333.08,95908,520,4,2,1.0
53222,37,13487.47,93246,839,2,4,1.0
53223,18,11853.54,93712,330,25,5,0.0
53224,29,13381.54,92055,377,25,4,0.0
53225,38,14229.05,93671,466,45,2,1.0
53226,25,9430.18,95869,779,1,1,0.0
53227,32,13610.67,92654,792,4,1,1.0
53228,29,11776.79,92704,731,45,1,0.0
53229,24,5118.93,92080,717,10,4,0.0
53230,20,9669.62,94736,352,44,3,0.0
53231,35,18248.82,90409,692,34,2,1.0
53232,37,6964.87,90364,653,33,3,1.0
53233,33,11885.33,90813,321,32,4,1.0
53234,32,9565.01,91962,321,27,1,1.0
53235,45,7960.27,95015,753,23,5,1.0
53236,43,6618.0,90343,398,40,2,1.0
53237,21,10053.2,95186,735,41,1,0.0
53238,40,8026.52,95994,499,40,3,1.0
53239,40,3282.62,90867,799,33,3,1.0
53240,32,9522.45,94413,352,22,4,1.0
53241,23,18276.94,95212,770,19,4,0.0
53242,21,13077.02,93369,367,38,5,0.0
53243,33,17448.93,94497,656,24,4,1.0
53244,35,16659.19,94447,503,9,3,1.0
53245,44,7111.51,95275,594,20,5,1.0
53246,28,10199.71,92129,480,16,5,0.0
53247,40,12468.91,95169,699,31,4,1.0
53248,35,10118.93,90792,459,27,4,1.0
53249,30,10894.16,93821,844,21,2,1.0
53250,39,5280.52,94440,553,32,1,1.0
53251,26,14771.12,90541,345,10,3,0.0
53252,28,14948.7,92948,767,3,1,0.0
53253,21,8926.47,93472,570,13,4,0.0
53254,26,8259.43,92821,763,12,4,0.0
53255,38,12257.86,91695,665,5,2,1.0
53256,37,5103.85,95128,818,31,5,1.0
53257,41,9737.04,91793,757,27,4,1.0
53258,33,10614.94,91147,792,10,5,1.0
53259,44,11310.28,95397,663,41,1,1.0
53260,30,3614.69,91910,619,28,2,1.0
53261,23,13312.28,93715,478,43,2,0.0
53262,33,4422.68,90072,726,36,5,1.0
53263,34,6071.87,95957,356,9,4,1.0
53264,37,6900.1,94459,760,35,3,1.0
53265,40,14453.96,93745,509,32,1,1.0
53266,36,14002.3,93297,328,13,1,1.0
53267,18,5988.91,91862,542,42,2,0.0
53268,29,11622.11,95834,672,40,3,0.0
53269,41,10860.08,95838,308,32,3,1.0
53270,32,10268.38,91239,794,8,2,1.0
53271,23,15748.58,90845,739,37,2,0.0
53272,20,5084.93,90128,366,31,3,0.0
53273,28,8459.02,94864,496,37,3,0.0
53274,18,11636.04,90473,472,40,3,0.0
53275,37,10112.05,96116,302,7,1,1.0
53276,27,9841.83,92850,382,30,3,0.0
53277,23,12324.02,91518,682,5,3,0.0
53278,23,12384.13,91616,327,42,2,0.0
53279,37,9108.38,96004,485,1,2,1.0
53280,39,15615.95,92977,619,12,4,1.0
53281,22,12866.3,95910,465,21,3,0.0
53282,23,2689.09,94674,575,2,1,0.0
53283,28,11277.59,93934,675,44,4,0.0
53284,36,16929.96,94273,546,31,4,1.0
53285,25,5122.17,95660,829,13,1,0.0
53286,19,12544.91,90468,729,36,2,0.0
53287,26,10069.96,92258,702,15,4,0.0
53288,27,6590.31,95553,328,19,5,0.0
53289,21,10700.64,90977,391,6,3,0.0
53290,45,18544.88,90048,308,5,1,1.0
53291,26,9517.72,93803,738,23,1,0.0
53292,22,11829.03,90990,729,9,4,0.0
53293,34,3732.05,96099,301,4,5,1.0
53294,30,10552.68,90745,771,19,1,1.0
53295,40,9918.29,90038,723,39,1,1.0
53296,42,13430.46,94587,327,22,4,1.0
53297,36,8962.96,90554,539,27,1,1.0
53298,23,3620.7,92560,820,11,5,0.0
53299,28,8392.1,93614,736,13,5,0.0
53300,28,9325.54,92330,395,45,3,0.0
53301,39,5518.74,90198,448,12,3,1.0
53302,40,10617.08,92517,495,1,2,1.0
53303,33,6011.6,90209,674,3,4,1.0
53304,25,16656.01,92832,819,17,5,0.0
53305,32,4030.85,92429,770,25,5,1.0
53306,40,5318.92,94701,591,5,1,1.0
53307,39,8858.27,91196,503,42,1,1.0
53308,41,9291.43,90628,558,5,2,1.0
53309,33,7323.96,92840,310,4,4,1.0
53310,21,7044.91,93975,448,35,3,0.0
53311,37,5988.6,91675,554,33,2,1.0
53312,35,17574.94,91242,308,17,3,1.0
53313,18,4097.3,95499,702,37,4,0.0
53314,32,6240.3,91469,760,5,2,1.0
53315,20,16857.57,95969,620,33,2,0.0
53316,18,6824.82,90556,522,11,1,0.0
53317,24,15880.38,95233,796,34,2,0.0
53318,30,2339.77,92425,476,37,1,1.0
53319,32,12026.51,95340,849,27,3,1.0
53320,37,7364.4,94361,784,44,3,1.0
53321,38,12370.9,95838,810,44,1,1.0
53322,29,12700.89,92330,790,3,1,0.0
53323,27,2964.15,92138,620,30,3,0.0
53324,45,11812.74,92176,500,42,1,1.0
53325,39,10576.28,96008,413,22,2,1.0
53326,26,16443.96,91134,340,16,3,0.0
53327,30,2956.79,96117,828,42,5,1.0
53328,32,10513.25,96115,438,1,4,1.0
53329,24,13512.87,91084,457,24,1,0.0
53330,37,10105.03,91561,497,32,4,1.0
53331,31,12020.89,93704,553,10,5,1.0
53332,32,2602.18,93058,547,32,5,1.0
53333,32,14686.53,92980,820,43,5,1.0
53334,27,15235.71,94013,307,30,4,0.0
53335,34,11160.14,95147,815,16,3,1.0
53336,29,14301.7,94835,390,45,4,0.0
53337,25,7119.86,94423,596,27,5,0.0
53338,35,6857.51,95131,317,22,3,1.0
53339,29,8075.85,95566,535,7,2,0.0
53340,38,18305.62,91367,844,22,4,1.0
53341,44,5245.67,92227,724,10,4,1.0
53342,23,9029.19,90027,501,31,4,0.0
53343,33,10840.81,92104,776,45,5,1.0
53344,27,17223.0,92199,341,2,4,0.0
53345,43,2158.65,93909,354,4,5,1.0
53346,39,7667.54,91593,653,39,5,1.0
53347,29,8302.31,95472,750,16,2,0.0
53348,21,9953.08,93694,672,21,4,0.0
53349,20,13528.58,95144,327,45,3,0.0
53350,29,16797.11,92269,485,34,4,0.0
53351,38,12058.83,93454,662,41,1,1.0
53352,29,6781.78,91472,374,3,4,0.0
53353,22,9416.68,90055,554,41,3,0.0
53354,25,15870.96,95088,832,44,4,0.0
53355,33,4629.5,95581,332,33,1,1.0
53356,31,11000.75,93173,670,7,4,1.0
53357,34,10120.99,95490,614,32,4,1.0
53358,32,12378.65,95628,703,15,4,1.0
53359,30,4493.22,91941,426,40,1,1.0
53360,33,6150.01,95674,483,19,3,1.0
53361,32,7216.12,95578,449,36,4,1.0
53362,32,5025.56,92333,724,42,3,1.0
53363,28,14745.28,92510,545,28,4,0.0
53364,32,1938.04,94159,345,3,5,1.0
53365,34,7597.41,90181,653,39,2,1.0
53366,21,11554.45,93276,839,36,3,0.0
53367,39,3492.55,93134,674,8,4,1.0
53368,27,11459.19,94267,509,7,1,0.0
53369,34,5593.48,91339,557,42,5,1.0
53370,29,6055.86,90173,409,12,5,0.0
53371,42,9415.76,91831,764,11,3,1.0
53372,37,7783.61,95801,671,20,1,1.0
53373,29,9598.62,94322,342,3,3,0.0
53374,38,11510.72,93175,529,34,3,1.0
53375,27,6203.89,90068,539,42,3,0.0
53376,39,5554.23,94526,487,3,3,1.0
53377,28,8890.0,91517,833,31,2,0.0
53378,23,16414.81,94542,574,42,5,0.0
53379,39,9694.38,92444,497,40,5,1.0
53380,26,7862.06,94668,646,3,5,0.0
53381,41,8159.47,92083,316,23,1,1.0
53382,33,12568.67,91805,725,24,3,1.0
53383,36,18924.81,91413,839,19,1,1.0
53384,37,7494.76,92777,820,11,2,1.0
53385,27,18081.3,93205,371,28,5,0.0
53386,32,8020.3,90915,557,5,5,1.0
53387,21,8259.68,91710,337,23,5,0.0
53388,29,9272.75,92857,383,1,4,0.0
53389,43,18717.95,94496,687,4,3,1.0
53390,21,12277.75,91211,663,40,4,0.0
53391,27,12682.41,93978,329,23,5,0.0
53392,33,12323.33,92444,599,15,5,1.0
53393,22,10503.68,90901,308,17,5,0.0
53394,37,5659.75,90617,349,43,5,1.0
53395,32,10098.0,90868,477,17,2,1.0
53396,32,8473.67,90588,653,1,5,1.0
53397,43,11549.02,95060,471,6,3,1.0
53398,20,11626.76,90906,468,7,4,0.0
53399,28,11737.42,94241,403,1,1,0.0
53400,28,10099.69,92251,698,12,4,0.0
53401,41,13635.55,90139,607,36,3,1.0
53402,37,11975.48,93680,302,12,5,1.0
53403,23,10023.22,91983,327,43,4,0.0
53404,19,10186.18,94953,427,10,3,0.0
53405,24,9898.84,91239,599,33,2,0.0
53406,31,10021.71,90989,389,43,3,1.0
53407,33,11247.28,94425,417,16,4,1.0
53408,45,11178.92,91564,639,25,3,1.0
53409,32,7267.58,90844,318,6,3,1.0
53410,25,11336.26,92311,761,40,3,0.0
53411,36,11059.41,95801,727,1,4,1.0
53412,20,8284.08,94550,830,17,1,0.0
53413,31,11797.38,93007,345,23,1,1.0
53414,23,9136.72,94520,747,15,4,0.0
53415,26,10203.91,91557,850,12,1,0.0
53416,23,4477.39,90837,831,29,1,0.0
53417,28,7083.02,90170,593,45,3,0.0
53418,43,12459.7,92775,696,37,4,1.0
53419,23,6413.11,95414,635,39,1,0.0
53420,42,8779.78,91590,317,3,1,1.0
53421,32,10851.46,92633,561,40,5,1.0
53422,42,10284.84,95325,774,18,4,1.0
53423,21,2406.42,92894,579,36,4,0.0
53424,27,12169.33,95249,381,39,1,0.0
53425,33,10199.21,91767,743,14,3,1.0
53426,19,16727.42,93308,327,28,5,0.0
53427,38,12432.19,95764,552,24,5,1.0
53428,39,11657.63,95853,335,14,1,1.0
53429,33,8176.88,90455,386,20,4,1.0
53430,21,9253.02,92677,581,41,3,0.0
53431,34,5996.58,90472,741,21,1,1.0
53432,20,9641.29,90237,831,21,4,0.0
53433,41,7059.54,94361,783,42,3,1.0
53434,28,13339.39,94550,809,35,2,0.0
53435,31,7553.23,91288,741,18,4,1.0
53436,35,2804.77,94683,545,43,5,1.0
53437,34,12232.71,90621,635,40,3,1.0
53438,26,8999.1,91263,305,34,3,0.0
53439,43,15261.17,95546,779,27,5,1.0
53440,34,4235.63,91897,395,25,2,1.0
53441,20,12528.77,93864,608,22,5,0.0
53442,36,3202.7,93943,789,42,3,1.0
53443,30,6109.44,95356,402,41,4,1.0
53444,29,6055.36,93837,700,23,3,0.0
53445,31,18136.56,91684,713,7,3,1.0
53446,35,11205.43,90239,618,10,5,1.0
53447,22,12227.59,91108,560,41,5,0.0
53448,28,16768.66,93676,406,5,5,0.0
53449,26,11225.7,92316,486,32,1,0.0
53450,35,3628.78,93842,523,8,1,1.0
53451,23,10965.12,95848,458,16,1,0.0
53452,35,7195.66,92379,753,23,1,1.0
53453,32,15467.8,91496,437,13,4,1.0
53454,19,10897.56,91348,486,28,5,0.0
53455,38,14596.97,93932,413,6,5,1.0
53456,27,12153.44,91659,326,29,3,0.0
53457,40,9517.13,96076,736,36,5,1.0
53458,29,5810.0,90275,429,14,1,0.0
53459,32,5008.5,92176,307,15,4,1.0
53460,24,3651.85,93767,540,14,1,0.0
53461,35,10269.43,90069,485,3,1,1.0
53462,27,9268.33,92480,413,41,5,0.0
53463,39,14999.59,92669,783,9,3,1.0
53464,32,9406.31,92547,394,6,5,1.0
53465,21,10227.52,90533,551,16,2,0.0
53466,27,11588.79,90074,756,18,5,0.0
53467,21,17031.68,93671,735,3,2,0.0
53468,28,10225.89,91582,835,23,3,0.0
53469,20,13576.67,90971,361,9,5,0.0
53470,34,15478.84,95449,332,24,4,1.0
53471,24,11723.88,95697,764,3,3,0.0
53472,26,11232.35,95148,843,19,1,0.0
53473,25,9798.31,95143,656,44,1,0.0
53474,35,10737.95,92710,418,21,3,1.0
53475,29,5445.01,95685,714,27,4,0.0
53476,36,16967.6,93449,612,26,3,1.0
53477,34,11779.2,93143,525,7,1,1.0
53478,37,15274.76,93701,562,10,5,1.0
53479,38,10510.21,91089,318,45,1,1.0
53480,22,7234.09,90323,430,18,3,0.0
53481,26,4566.15,91313,414,42,3,0.0
53482,43,18165.0,91527,572,19,5,1.0
53483,32,4463.89,93402,409,5,4,1.0
53484,29,1090.36,95545,311,40,5,0.0
53485,19,12219.78,93104,597,5,1,0.0
53486,40,6958.54,90780,353,42,5,1.0
53487,36,18700.56,90333,829,39,2,1.0
53488,33,9864.59,93073,571,23,5,1.0
53489,40,11917.79,93485,427,43,1,1.0
53490,30,5576.38,91326,757,7,5,1.0
53491,30,5336.06,90054,743,21,2,1.0
53492,28,11082.07,94441,509,44,3,0.0
53493,37,6908.58,94020,713,41,5,1.0
53494,20,6818.29,94598,622,9,4,0.0
53495,18,14836.88,95269,391,13,3,0.0
53496,37,14218.61,92645,339,8,2,1.0
53497,23,12997.52,95890,723,26,4,0.0
53498,35,12653.87,90107,424,43,1,1.0
53499,33,16795.17,90061,433,20,3,1.0
53500,26,4048.3,95918,385,9,2,0.0
53501,30,9506.18,93594,501,37,2,1.0
53502,39,6639.36,94773,605,31,4,1.0
53503,18,6995.71,95412,528,1,1,0.0
53504,34,12262.24,95716,747,34,3,1.0
53505,19,12200.73,92787,646,30,1,0.0
53506,33,8259.52,90635,381,45,2,1.0
53507,36,10059.86,90478,482,12,2,1.0
53508,39,7840.76,93102,484,5,1,1.0
53509,24,12144.33,93191,704,41,4,0.0
53510,34,9873.12,93780,726,11,5,1.0
53511,26,6203.95,94533,696,30,3,0.0
53512,20,5981.84,96075,835,17,2,0.0
53513,20,3146.32,91833,440,45,3,0.0
53514,40,6694.15,94563,763,7,5,1.0
53515,24,13156.79,92211,762,1,5,0.0
53516,31,14638.07,93631,701,42,2,1.0
53517,18,11743.25,91979,384,41,2,0.0
53518,21,10627.15,91222,661,44,2,0.0
53519,33,7265.06,91360,466,16,2,1.0
53520,32,5303.85,93448,784,7,2,1.0
53521,39,6429.65,90670,398,21,4,1.0
53522,28,15642.72,95480,353,1,3,0.0
53523,36,7652.51,93550,647,43,1,1.0
53524,42,7509.77,90488,548,3,2,1.0
53525,31,5340.9,95568,436,26,1,1.0
53526,38,19043.32,95358,477,43,5,1.0
53527,19,11073.13,92201,542,4,5,0.0
53528,37,8780.78,91542,358,26,5,1.0
53529,34,9781.81,95075,459,27,1,1.0
53530,34,8019.06,93135,504,2,5,1.0
53531,23,12596.83,93325,606,21,4,0.0
53532,20,12094.05,90797,311,9,5,0.0
53533,22,3955.89,95707,548,25,2,0.0
53534,24,14952.01,92084,443,39,2,0.0
53535,23,12745.82,91882,401,12,2,0.0
53536,20,13343.77,90131,365,13,3,0.0
