"id","age","monthly_income","zip","credit_score","years_of_employment","dependents","approved"
43001,29,7558.74,94414,812,14,1,0.0
43002,27,2746.76,94494,685,26,3,0.0
43003,39,11786.55,94903,742,33,2,1.0
43004,44,9370.79,91474,630,11,2,1.0
43005,31,2718.59,95117,433,18,4,0.0
43006,18,6008.19,91850,539,19,1,0.0
43007,25,4614.76,90930,769,38,1,0.0
43008,38,3874.9,93745,730,41,3,0.0
43009,34,12767.94,95988,648,25,5,1.0
43010,35,3714.76,90328,393,14,3,0.0
43011,40,8975.8,91372,456,15,4,1.0
43012,29,8097.62,90080,724,7,3,0.0
43013,28,3005.95,91666,502,7,3,0.0
43014,31,5137.32,90144,499,12,5,0.0
43015,29,8428.64,90832,741,30,1,0.0
43016,38,7699.61,90922,491,32,5,1.0
43017,35,1783.92,91164,485,27,3,0.0
43018,40,2170.01,93075,362,23,5,0.0
43019,41,2628.69,95823,717,21,3,0.0
43020,38,3088.85,91666,709,8,5,0.0
43021,29,10092.73,95004,451,18,4,0.0
43022,32,5766.36,90842,460,3,5,0.0
43023,41,9016.42,95570,347,4,4,1.0
43024,31,3835.11,95195,685,33,2,0.0
43025,29,9309.95,94686,405,20,5,0.0
43026,27,5106.27,94421,813,35,5,0.0
43027,34,6963.17,90525,626,26,5,1.0
43028,41,3013.98,96021,344,5,3,0.0
43029,24,9396.9,90638,595,5,1,0.0
43030,38,7182.8,91812,457,7,5,1.0
43031,44,4151.29,92537,597,35,5,0.0
43032,44,3545.04,93934,377,24,3,0.0
43033,26,5653.74,93373,641,3,4,0.0
43034,22,4798.4,92536,415,26,5,0.0
43035,30,7906.48,95891,379,32,2,1.0
43036,38,7704.14,90899,556,11,5,1.0
43037,34,2551.72,91253,516,37,1,0.0
43038,28,2851.71,92648,695,26,5,0.0
43039,21,7820.91,93387,436,23,2,0.0
43040,30,10444.85,93560,821,18,3,1.0
43041,40,7159.0,91254,835,42,2,1.0
43042,44,8967.72,91004,638,13,2,1.0
43043,21,5947.32,93942,480,36,3,0.0
43044,38,3388.85,90595,341,23,3,0.0
43045,31,5416.69,93975,615,16,2,0.0
43046,37,1964.41,90185,666,34,1,0.0
43047,31,8650.95,90331,718,10,1,1.0
43048,30,3281.85,90770,639,13,4,0.0
43049,26,2312.31,94283,753,25,4,0.0
43050,39,4942.74,94902,428,16,2,0.0
43051,24,4920.81,93628,549,7,4,0.0
43052,43,5855.86,94534,317,9,2,0.0
43053,28,6472.55,90529,602,35,3,0.0
43054,33,8503.13,95025,444,26,3,1.0
43055,29,9865.86,91840,733,17,1,0.0
43056,41,6834.58,91506,832,37,5,1.0
43057,36,5742.66,90999,698,35,5,0.0
43058,38,10055.62,93900,700,11,1,1.0
43059,42,7274.55,90666,343,45,2,1.0
43060,31,4780.92,93739,626,30,3,0.0
43061,34,5151.3,91029,771,8,5,0.0
43062,26,8937.53,92854,707,16,1,0.0
43063,35,5079.76,95282,688,29,4,0.0
43064,33,6963.85,90859,686,33,2,1.0
43065,20,9414.92,93163,537,44,3,0.0
43066,19,6477.75,94048,711,26,5,0.0
43067,34,2743.88,93954,763,9,1,0.0
43068,31,7217.62,91793,663,25,3,1.0
43069,26,2362.68,90094,473,17,4,0.0
43070,35,5140.07,91773,702,24,3,0.0
43071,34,6314.77,95590,765,29,3,1.0
43072,22,5846.55,93584,548,5,5,0.0
43073,31,6045.59,92828,379,23,1,1.0
43074,41,8387.8,90938,758,10,5,1.0
43075,22,7190.03,90010,826,4,4,0.0
43076,36,9291.65,94928,427,31,4,1.0
43077,33,8389.67,95003,431,27,4,1.0
43078,24,8804.39,93529,664,25,1,0.0
43079,28,9408.57,91830,732,43,3,0.0
43080,22,12068.41,95849,828,34,3,0.0
43081,30,3510.4,91788,543,15,3,0.0
43082,22,5819.4,93617,546,42,4,0.0
43083,34,4304.16,95512,474,43,4,0.0
43084,43,5161.88,90996,653,41,1,0.0
43085,37,6212.52,92714,383,2,2,1.0
43086,21,7021.6,94638,571,14,1,0.0
43087,19,5311.47,91178,518,23,1,0.0
43088,25,6649.32,92371,693,45,5,0.0
43089,38,4329.94,92868,522,37,4,0.0
43090,28,3646.33,94787,438,44,5,0.0
43091,19,3058.08,95691,604,31,4,0.0
43092,42,7031.93,91949,696,32,2,1.0
43093,28,7712.94,95476,616,35,5,0.0
43094,20,6525.21,95164,656,45,2,0.0
43095,40,6104.5,91534,323,21,4,1.0
43096,20,4867.08,93102,800,9,2,0.0
43097,33,11752.44,94368,439,2,3,1.0
43098,33,9709.93,94033,726,15,4,1.0
43099,36,4939.53,93744,336,37,3,0.0
43100,26,5217.92,94217,510,14,4,0.0
43101,44,8234.87,91132,771,20,5,1.0
43102,42,2203.8,93085,559,3,4,0.0
43103,26,3998.78,91713,443,34,3,0.0
43104,25,8399.78,91988,409,15,2,0.0
43105,43,5382.07,95360,491,19,5,0.0
43106,29,2950.06,93343,779,35,3,0.0
43107,29,6177.53,91063,748,31,1,0.0
43108,44,2615.58,93890,835,16,5,0.0
43109,32,1004.17,91928,491,21,4,0.0
43110,35,4961.16,92765,589,38,2,0.0
43111,36,7158.45,92486,618,14,4,1.0
43112,26,3807.61,91324,767,31,4,0.0
43113,29,4830.08,93077,821,30,1,0.0
43114,31,7835.54,91074,638,34,2,1.0
43115,32,14734.06,94709,394,35,4,1.0
43116,33,6626.28,90600,579,24,4,1.0
43117,28,4451.25,91725,707,7,4,0.0
43118,28,8278.56,95684,409,41,5,0.0
43119,39,4897.43,92670,845,25,2,0.0
43120,28,6667.66,95932,354,37,4,0.0
43121,28,11510.82,94158,442,23,5,0.0
43122,32,2699.44,92678,348,4,4,0.0
43123,19,4232.42,90798,651,15,1,0.0
43124,26,1672.19,92699,830,1,4,0.0
43125,38,9007.88,92155,703,9,1,1.0
43126,29,8754.73,92811,321,38,1,0.0
43127,27,3728.65,92011,736,16,4,0.0
43128,23,2800.11,93170,453,16,2,0.0
43129,31,7929.57,93382,383,31,1,1.0
43130,29,3426.33,95950,532,33,2,0.0
43131,29,10227.08,94802,762,25,2,0.0
43132,36,9361.08,92719,446,25,5,1.0
43133,30,3485.92,95336,691,41,5,0.0
43134,33,6677.52,93061,517,25,2,1.0
43135,44,1708.82,95027,647,8,1,0.0
43136,33,4325.59,94676,782,28,1,0.0
43137,32,6537.07,95675,686,38,3,1.0
43138,30,7935.75,93814,512,24,4,1.0
43139,22,15062.67,96108,427,32,1,0.0
43140,25,12335.09,93941,757,38,4,0.0
43141,33,8326.84,94671,423,23,1,1.0
43142,24,4113.2,91763,326,30,2,0.0
43143,40,3148.64,91023,688,5,3,0.0
43144,38,6370.85,92713,566,28,5,1.0
43145,29,1911.16,91039,620,14,4,0.0
43146,42,3821.84,95132,317,16,4,0.0
43147,33,2015.82,90030,849,34,5,0.0
43148,31,3284.21,93001,710,23,2,0.0
43149,40,12143.93,91118,431,31,3,1.0
43150,28,1334.94,95505,839,21,5,0.0
43151,25,6532.78,94332,685,12,2,0.0
43152,24,6066.06,91752,787,22,4,0.0
43153,18,10877.33,91916,570,9,4,0.0
43154,34,5410.94,90162,643,36,5,0.0
43155,25,10750.02,93383,378,41,1,0.0
43156,32,5023.77,92688,347,19,2,0.0
43157,30,9961.22,95270,314,28,3,1.0
43158,45,3607.05,92717,495,15,5,0.0
43159,32,6359.24,95949,329,23,4,1.0
43160,22,4943.12,92207,335,23,4,0.0
43161,26,3903.08,95144,589,25,1,0.0
43162,23,4649.65,92736,647,14,3,0.0
43163,25,4821.56,91926,534,2,4,0.0
43164,34,5826.33,95192,502,17,4,0.0
43165,25,3394.03,92660,583,8,4,0.0
43166,19,4327.02,91411,555,12,3,0.0
43167,31,7325.96,94236,646,32,4,1.0
43168,24,2866.81,91241,760,32,3,0.0
43169,26,7638.55,93228,846,24,3,0.0
43170,39,2410.43,94669,472,29,2,0.0
43171,44,2435.87,91893,342,21,3,0.0
43172,35,1309.75,91110,583,13,2,0.0
43173,29,6687.01,94356,431,16,2,0.0
43174,39,10545.88,92359,507,33,2,1.0
43175,28,10511.06,94522,567,39,2,0.0
43176,36,7368.75,91579,790,2,2,1.0
43177,37,1138.98,91982,464,20,4,0.0
43178,40,3668.68,94403,847,26,3,0.0
43179,36,7330.99,90860,825,31,3,1.0
43180,28,13477.38,95703,455,23,3,0.0
43181,42,7566.61,90048,651,20,3,1.0
43182,19,4554.1,96076,758,44,2,0.0
43183,44,7579.42,90083,518,27,1,1.0
43184,36,8282.89,94506,727,38,5,1.0
43185,28,6326.91,90220,595,35,2,0.0
43186,39,4745.38,95930,308,43,2,0.0
43187,27,4937.02,95389,444,6,5,0.0
43188,27,5556.91,91794,781,21,2,0.0
43189,21,4431.28,94724,533,17,3,0.0
43190,34,4980.76,92564,808,2,5,0.0
43191,24,7799.35,94201,314,38,4,0.0
43192,27,11432.42,93385,388,42,5,0.0
43193,39,5657.96,90087,597,31,4,0.0
43194,43,10455.98,94074,335,14,5,1.0
43195,25,7601.55,94482,346,31,4,0.0
43196,31,7478.81,90207,519,35,1,1.0
43197,29,4641.99,93591,426,41,2,0.0
43198,40,5530.69,90305,450,21,3,0.0
43199,22,9815.26,93479,635,12,4,0.0
43200,36,9080.81,90510,397,6,4,1.0
43201,19,1074.6,93271,320,22,5,0.0
43202,20,6032.62,93960,362,11,4,0.0
43203,27,5170.06,90252,442,42,1,0.0
43204,20,14914.7,93116,350,31,4,0.0
43205,29,4857.8,95845,470,11,1,0.0
43206,25,5817.22,91752,656,26,1,0.0
43207,38,5683.57,90056,579,5,1,0.0
43208,37,7440.36,95856,446,1,2,1.0
43209,31,5170.19,95067,334,21,1,0.0
43210,38,7202.14,90497,754,1,5,1.0
43211,28,7211.26,90665,466,9,1,0.0
43212,27,6297.64,92080,850,41,1,0.0
43213,45,9323.98,91744,656,30,1,1.0
43214,43,8169.81,90280,360,11,2,1.0
43215,29,7355.48,91524,649,29,2,0.0
43216,38,8007.46,92101,377,35,5,1.0
43217,29,5937.01,91110,429,43,2,0.0
43218,37,4345.35,92932,735,14,2,0.0
43219,22,7831.03,91292,482,28,2,0.0
43220,32,8187.98,93272,817,39,2,1.0
43221,34,6359.69,93904,429,1,1,1.0
43222,28,2244.22,91444,381,14,4,0.0
43223,19,5059.12,93462,577,39,4,0.0
43224,24,3396.9,90508,536,23,2,0.0
43225,33,10895.79,95295,490,5,3,1.0
43226,31,1140.62,95239,704,12,5,0.0
43227,31,8927.58,93489,833,26,4,1.0
43228,30,8023.42,95564,414,1,3,1.0
43229,35,6957.6,94839,703,2,5,1.0
43230,29,5756.02,94396,772,12,1,0.0
43231,37,3291.59,95917,414,11,5,0.0
43232,24,7720.85,95421,576,1,1,0.0
43233,28,8177.07,92253,495,27,3,0.0
43234,19,7795.06,94821,303,23,2,0.0
43235,36,4558.85,90200,749,8,1,0.0
43236,37,5263.48,92002,786,19,4,0.0
43237,20,7765.29,96052,563,7,1,0.0
43238,22,4523.68,90708,688,11,4,0.0
43239,18,1666.68,90352,816,19,2,0.0
43240,22,6767.7,94754,662,37,5,0.0
43241,18,3947.3,92291,464,39,1,0.0
43242,25,6051.07,94456,718,19,1,0.0
43243,20,3252.15,92430,439,6,4,0.0
43244,41,5332.56,92675,468,20,1,0.0
43245,43,2582.19,90250,573,45,4,0.0
43246,25,2995.39,95914,390,6,3,0.0
43247,33,10687.34,95955,754,21,5,1.0
43248,31,7455.0,91807,682,1,4,1.0
43249,26,5292.89,95335,404,1,4,0.0
43250,36,6455.63,95956,409,12,3,1.0
43251,38,4566.59,90754,636,3,3,0.0
43252,34,1854.9,91212,767,39,1,0.0
43253,18,5109.42,92497,744,21,1,0.0
43254,28,4565.58,90589,500,26,2,0.0
43255,27,11791.86,90920,678,18,3,0.0
43256,28,6796.08,90742,559,45,1,0.0
43257,36,11117.15,95401,692,9,2,1.0
43258,19,6579.38,90294,507,3,1,0.0
43259,27,3185.19,93334,700,9,5,0.0
43260,36,5364.9,92278,651,4,1,0.0
43261,23,3861.31,92301,557,15,2,0.0
43262,22,5664.82,93901,731,15,1,0.0
43263,24,8608.51,94420,548,24,1,0.0
43264,38,8604.13,91444,542,40,5,1.0
43265,18,8626.86,95711,849,12,3,0.0
43266,27,9067.86,93151,693,8,3,0.0
43267,34,9345.65,94761,686,1,4,1.0
43268,26,9069.71,93474,565,26,1,0.0
43269,29,9464.68,93954,619,24,1,0.0
43270,44,3002.24,90535,520,35,3,0.0
43271,30,7314.28,94591,384,8,3,1.0
43272,28,6343.17,95940,388,6,5,0.0
43273,32,5439.07,95087,673,8,5,0.0
43274,24,2332.63,90742,636,22,4,0.0
43275,20,11205.66,93310,832,9,3,0.0
43276,37,2939.09,95404,742,28,3,0.0
43277,41,4037.42,90009,378,13,1,0.0
43278,23,2628.93,93459,608,4,3,0.0
43279,24,4770.57,91299,563,1,4,0.0
43280,21,6744.32,91167,627,27,1,0.0
43281,36,10889.6,93465,674,23,2,1.0
43282,25,7057.43,93530,668,41,5,0.0
43283,24,5390.18,93716,557,15,1,0.0
43284,35,10453.19,94719,562,37,3,1.0
43285,28,7529.57,91706,316,33,4,0.0
43286,25,3315.05,94483,327,13,1,0.0
43287,24,3360.08,92397,833,23,1,0.0
43288,29,10741.78,91955,842,12,2,0.0
43289,31,7914.35,94834,849,31,4,1.0
43290,25,7479.05,92874,770,26,5,0.0
43291,18,6425.05,90185,579,38,3,0.0
43292,30,6491.96,90773,582,21,1,1.0
43293,32,5411.44,95814,367,30,2,0.0
43294,27,9433.08,94063,639,36,2,0.0
43295,21,7029.93,95285,846,44,4,0.0
43296,28,6716.79,90478,454,23,3,0.0
43297,37,4764.58,93158,399,8,3,0.0
43298,39,4663.37,90782,678,21,3,0.0
43299,21,4318.1,93840,522,41,5,0.0
43300,28,4352.87,90455,676,26,2,0.0
43301,32,7610.07,92427,682,34,1,1.0
43302,33,4114.07,92005,399,2,5,0.0
43303,20,4435.8,92103,572,19,1,0.0
43304,30,6340.69,95536,814,38,2,1.0
43305,33,5746.91,94581,707,19,3,0.0
43306,36,3233.59,93916,839,32,1,0.0
43307,26,6460.96,90754,320,15,2,0.0
43308,36,5635.63,91680,547,6,5,0.0
43309,35,4869.68,92829,573,45,1,0.0
43310,26,4000.28,94554,501,45,3,0.0
43311,34,13338.81,95445,727,24,2,1.0
43312,27,6649.02,94358,618,5,4,0.0
43313,45,9046.92,91407,599,15,2,1.0
43314,25,9667.36,95137,384,32,5,0.0
43315,32,8056.99,94538,745,33,1,1.0
43316,19,11370.28,93778,638,26,4,0.0
43317,26,3748.91,95337,816,25,1,0.0
43318,33,5922.92,95007,754,36,2,0.0
43319,20,8565.29,94405,727,24,1,0.0
43320,29,1517.69,95500,718,14,5,0.0
43321,21,6970.33,94838,611,43,2,0.0
43322,24,8458.27,94267,646,21,3,0.0
43323,29,9926.88,95407,471,15,5,0.0
43324,32,7694.05,91475,480,11,2,1.0
43325,33,9598.29,93501,802,30,3,1.0
43326,26,8099.73,95323,634,4,3,0.0
43327,22,7114.68,90660,326,25,3,0.0
43328,22,6600.26,92123,792,41,2,0.0
43329,40,2730.33,91088,479,45,5,0.0
43330,32,3813.27,93646,365,38,3,0.0
43331,36,1954.27,95453,420,9,4,0.0
43332,22,4748.28,90327,346,6,5,0.0
43333,30,8324.6,93345,698,22,4,1.0
43334,41,4847.08,92677,360,45,3,0.0
43335,32,8600.4,95761,313,1,3,1.0
43336,36,1314.65,95109,356,11,5,0.0
43337,43,10750.86,92656,478,25,5,1.0
43338,41,7049.9,91484,717,45,5,1.0
43339,25,5137.14,92107,417,11,2,0.0
43340,37,7500.63,94779,579,44,5,1.0
43341,28,5579.81,93731,701,40,3,0.0
43342,39,1569.1,95458,631,40,4,0.0
43343,31,8132.94,91246,519,9,5,1.0
43344,33,10064.11,93096,444,35,4,1.0
43345,32,4991.53,94639,774,36,3,0.0
43346,38,4884.86,91123,795,30,5,0.0
43347,33,7812.66,95336,639,12,3,1.0
43348,31,6813.13,92463,649,9,2,1.0
43349,19,5144.0,90682,406,30,1,0.0
43350,28,2558.3,95505,334,33,5,0.0
43351,28,8052.01,94360,313,36,4,0.0
43352,25,2272.18,95980,771,24,1,0.0
43353,38,7215.02,95941,575,33,1,1.0
43354,45,10216.84,93140,796,18,5,1.0
43355,29,4364.78,91375,559,39,1,0.0
43356,32,4379.27,95941,425,25,3,0.0
43357,32,5592.58,95687,402,21,3,0.0
43358,33,7014.54,92645,499,17,3,1.0
43359,37,6156.37,92817,622,10,3,1.0
43360,31,5875.35,95666,706,37,3,0.0
43361,38,2599.39,91570,580,5,5,0.0
43362,27,6351.99,91312,464,14,4,0.0
43363,30,6317.9,93312,701,13,3,1.0
43364,45,10806.84,92885,650,29,4,1.0
43365,36,3230.56,91864,535,11,3,0.0
43366,36,10029.72,92857,320,28,3,1.0
43367,28,4041.66,91985,782,21,3,0.0
43368,31,6636.65,95414,826,29,2,1.0
43369,35,8126.82,92040,521,41,5,1.0
43370,39,9304.84,94271,711,32,3,1.0
43371,41,5515.29,91007,325,41,4,0.0
43372,20,8318.35,93145,578,35,1,0.0
43373,38,3356.4,95731,543,33,4,0.0
43374,45,5428.2,90961,583,30,3,0.0
43375,44,4257.95,92630,640,31,4,0.0
43376,18,6339.82,90369,386,23,1,0.0
43377,27,11308.01,90771,472,7,1,0.0
43378,43,8134.36,95792,408,34,2,1.0
43379,32,5797.31,94223,622,42,1,0.0
43380,41,5132.09,92569,417,39,4,0.0
43381,37,3322.88,93299,649,25,3,0.0
43382,31,1190.17,94409,728,7,4,0.0
43383,23,7980.69,95390,536,38,4,0.0
43384,29,3262.22,95150,635,6,3,0.0
43385,20,6395.97,94943,637,20,4,0.0
43386,35,2272.8,94477,417,21,4,0.0
43387,43,5206.39,92193,614,30,4,0.0
43388,25,7688.05,94752,818,2,4,0.0
43389,36,7550.85,94988,704,2,2,1.0
43390,31,7974.93,94391,526,24,1,1.0
43391,41,11719.93,92909,677,37,4,1.0
43392,32,4627.44,94637,669,10,3,0.0
43393,32,3014.02,95837,454,34,1,0.0
43394,44,4691.72,93345,539,38,1,0.0
43395,21,4376.7,93284,352,19,1,0.0
43396,18,8451.88,91765,827,26,5,0.0
43397,32,7685.19,93147,838,30,5,1.0
43398,28,7462.92,92541,580,20,3,0.0
43399,39,7267.18,92385,560,38,1,1.0
43400,20,5444.36,95946,327,14,2,0.0
43401,23,5244.8,91625,605,13,5,0.0
43402,27,9553.91,93768,385,20,2,0.0
43403,26,10469.03,92618,317,42,2,0.0
43404,27,5569.7,91428,782,1,2,0.0
43405,24,9563.78,93874,355,6,4,0.0
43406,30,5014.95,95354,457,10,1,0.0
43407,19,8635.65,91116,589,42,4,0.0
43408,42,9174.31,92861,790,17,4,1.0
43409,32,4007.96,95849,501,3,3,0.0
43410,28,1554.63,95099,388,3,3,0.0
43411,29,2639.46,91491,477,10,2,0.0
43412,24,4244.32,93825,396,8,2,0.0
43413,21,4344.82,90204,615,31,5,0.0
43414,37,6533.33,94512,529,41,1,1.0
43415,44,5596.34,93751,765,40,4,0.0
43416,26,1671.5,91416,523,42,3,0.0
43417,36,5780.3,93743,815,16,1,0.0
43418,22,3790.26,94400,534,20,5,0.0
43419,20,6975.02,90137,789,37,5,0.0
43420,18,9768.39,92396,392,11,3,0.0
43421,23,6534.48,93215,334,39,4,0.0
43422,18,7324.03,92197,365,14,4,0.0
43423,42,6031.44,91710,656,15,5,1.0
43424,38,9443.13,95078,782,27,3,1.0
43425,29,4473.19,90235,592,21,3,0.0
43426,39,7831.72,93111,601,41,2,1.0
43427,36,7671.44,93469,637,6,2,1.0
43428,45,6009.15,95364,756,28,1,1.0
43429,24,12774.04,95635,837,45,4,0.0
43430,29,9366.34,95463,394,44,3,0.0
43431,23,2049.16,90646,447,3,3,0.0
43432,33,4334.37,94771,490,38,1,0.0
43433,42,1449.11,95599,397,1,1,0.0
43434,22,2539.05,94630,778,4,2,0.0
43435,36,9053.26,90141,471,20,2,1.0
43436,28,8300.18,93267,589,12,4,0.0
43437,21,5335.7,95903,415,31,5,0.0
43438,34,9140.62,93954,736,21,3,1.0
43439,34,1794.42,93361,794,42,5,0.0
43440,19,7848.59,93431,705,26,5,0.0
43441,23,7032.62,90259,404,12,4,0.0
43442,19,2278.73,91862,669,20,3,0.0
43443,20,9750.12,96088,563,36,2,0.0
43444,32,9065.58,93429,550,19,5,1.0
43445,21,11127.85,93161,713,18,1,0.0
43446,30,2964.6,91571,540,5,1,0.0
43447,31,7437.35,95735,303,9,3,1.0
43448,20,5018.43,93756,341,29,4,0.0
43449,23,3994.35,95524,590,5,1,0.0
43450,22,5100.29,92932,330,8,4,0.0
43451,45,9248.24,91829,808,36,5,1.0
43452,30,1033.49,90662,333,19,2,0.0
43453,28,3297.15,94469,648,23,3,0.0
43454,18,4186.68,95578,514,15,2,0.0
43455,27,10976.69,90014,431,20,5,0.0
43456,19,10184.91,90441,835,12,1,0.0
43457,22,3116.98,91418,802,37,3,0.0
43458,26,1232.24,94200,796,18,5,0.0
43459,32,7457.43,94793,721,19,3,1.0
43460,18,7667.49,93512,513,37,4,0.0
43461,45,3966.43,90163,306,14,1,0.0
43462,37,6048.14,92728,623,2,5,1.0
43463,19,1233.3,90748,647,1,2,0.0
43464,18,6369.05,92969,812,4,4,0.0
43465,34,8708.61,91181,845,6,4,1.0
43466,33,6288.11,93707,807,29,4,1.0
43467,24,5247.01,93239,374,6,2,0.0
43468,35,4520.53,94752,372,43,3,0.0
43469,34,6576.3,92669,471,30,5,1.0
43470,22,2760.77,94170,496,36,5,0.0
43471,24,11529.46,93386,538,25,2,0.0
43472,30,6604.2,95688,584,5,4,1.0
43473,18,3854.35,94956,414,34,4,0.0
43474,45,4654.68,92082,515,37,3,0.0
43475,34,10411.12,90661,441,45,4,1.0
43476,31,1780.36,93672,630,40,4,0.0
43477,44,7584.95,90283,415,3,1,1.0
43478,32,6410.69,95391,811,27,1,1.0
43479,39,8343.93,94939,360,8,2,1.0
43480,32,5372.28,91375,306,30,1,0.0
43481,27,4754.21,90971,589,18,3,0.0
43482,31,5748.26,91864,495,10,3,0.0
43483,27,2405.77,95885,789,30,4,0.0
43484,31,6525.37,93068,405,20,5,1.0
43485,36,8102.94,90369,645,11,3,1.0
43486,40,9272.64,96141,437,15,4,1.0
43487,32,5557.79,90638,394,31,1,0.0
43488,41,7231.48,91659,657,34,3,1.0
43489,42,5730.95,91877,668,16,4,0.0
43490,35,3013.18,91732,435,2,5,0.0
43491,26,8258.52,93336,434,7,4,0.0
43492,39,2129.12,94175,733,45,5,0.0
43493,43,3138.38,93377,331,21,2,0.0
43494,23,9431.21,96088,676,32,1,0.0
43495,36,11464.18,95169,827,11,1,1.0
43496,32,6739.32,95261,558,43,1,1.0
43497,21,2272.8,95817,620,24,4,0.0
43498,24,2729.48,90903,382,2,4,0.0
43499,29,4039.08,95020,765,11,2,0.0
43500,23,5655.76,91058,576,15,2,0.0
43501,28,3321.38,90412,803,8,3,0.0
43502,23,2616.43,93150,803,18,5,0.0
43503,35,5389.51,91284,630,38,2,0.0
43504,33,1932.84,93687,368,35,5,0.0
43505,24,2284.56,90138,529,41,2,0.0
43506,30,3629.09,94118,518,4,1,0.0
43507,45,6235.95,95933,690,15,2,1.0
43508,35,4689.97,91450,722,27,4,0.0
43509,45,4585.67,93419,673,2,1,0.0
43510,30,10137.41,90940,322,45,2,1.0
43511,30,10534.96,90517,451,25,5,1.0
43512,34,2873.53,91231,412,9,1,0.0
43513,20,7519.05,90393,753,41,1,0.0
43514,34,6147.28,95144,494,37,2,1.0
43515,27,6890.99,92917,415,29,1,0.0
43516,31,8932.51,92678,356,4,3,1.0
43517,40,2862.34,93154,848,26,2,0.0
43518,34,7588.33,94133,402,14,3,1.0
43519,25,1628.12,90391,647,23,3,0.0
43520,42,9401.07,95906,841,39,1,1.0
43521,21,2613.35,94480,728,5,5,0.0
43522,31,9450.48,91597,669,10,4,1.0
43523,33,7679.19,91212,766,43,2,1.0
43524,21,9027.8,94992,593,34,5,0.0
43525,21,5745.59,93261,411,16,1,0.0
43526,28,5231.75,93468,305,13,4,0.0
43527,31,6942.67,91187,818,29,1,1.0
43528,43,1867.03,95035,393,26,4,0.0
43529,28,7938.54,93761,518,38,1,0.0
43530,36,3372.88,90933,331,29,1,0.0
43531,41,7832.06,92581,839,1,1,1.0
43532,28,5761.57,92795,369,10,2,0.0
43533,39,7286.34,92996,736,43,5,1.0
43534,36,12507.57,90700,627,2,4,1.0
43535,40,5330.26,93998,845,27,1,0.0
43536,27,4218.38,94172,364,26,2,0.0
43537,29,8622.04,94116,344,8,3,0.0
43538,33,5129.11,95953,460,5,3,0.0
43539,20,7358.42,90602,463,2,4,0.0
43540,22,4367.68,91497,372,26,3,0.0
43541,40,6469.48,94447,301,44,2,1.0
43542,21,5877.14,92614,788,8,4,0.0
43543,22,6280.76,93480,516,43,3,0.0
43544,28,5179.19,92183,621,5,3,0.0
43545,39,5061.77,90131,582,7,1,0.0
43546,45,7190.57,95260,547,36,4,1.0
43547,44,3203.69,93160,539,15,4,0.0
43548,18,4349.85,90979,616,17,4,0.0
43549,39,6112.48,91703,462,32,5,1.0
43550,22,5748.13,95747,680,14,2,0.0
43551,27,5081.41,95874,735,10,5,0.0
43552,39,6190.26,92199,519,32,5,1.0
43553,18,10567.63,96146,500,26,5,0.0
43554,24,5211.3,95849,692,27,4,0.0
43555,43,4430.61,91234,685,1,1,0.0
43556,30,6069.05,90894,740,2,1,1.0
43557,21,6061.4,94029,371,42,1,0.0
43558,20,5416.53,91368,690,30,3,0.0
43559,29,2644.78,91919,321,32,4,0.0
43560,31,8587.2,95371,737,18,1,1.0
43561,35,1819.4,96094,691,39,4,0.0
43562,24,8934.0,90048,633,7,5,0.0
43563,30,6181.53,91353,740,10,2,1.0
43564,40,12009.83,93776,614,40,1,1.0
43565,26,1192.88,91719,734,31,3,0.0
43566,38,11170.22,92127,781,16,3,1.0
43567,43,4197.47,91876,804,27,1,0.0
43568,39,8643.5,96097,590,2,5,1.0
43569,28,6886.94,90792,625,13,5,0.0
43570,26,1599.97,94163,460,19,1,0.0
43571,23,10413.3,94593,348,35,4,0.0
43572,33,5110.85,92662,330,33,4,0.0
43573,26,8549.3,91687,837,5,2,0.0
43574,20,1650.7,90752,813,20,3,0.0
43575,33,6333.25,95512,679,39,5,1.0
43576,25,4350.5,90145,708,36,3,0.0
43577,26,8160.1,90508,420,22,1,0.0
43578,39,6037.78,91488,429,27,2,1.0
43579,30,2153.48,90183,462,41,3,0.0
43580,24,6347.79,91052,443,29,4,0.0
43581,42,4827.95,95193,622,9,5,0.0
43582,20,2985.23,91652,377,15,2,0.0
43583,45,4765.88,94614,833,13,1,0.0
43584,31,8723.17,93471,352,17,1,1.0
43585,27,7533.92,90030,462,41,4,0.0
43586,34,7851.24,93379,512,27,4,1.0
43587,43,5031.26,92861,494,3,5,0.0
43588,32,1623.44,94523,772,40,2,0.0
43589,29,3706.77,93690,557,5,1,0.0
43590,28,11187.05,90296,672,23,2,0.0
43591,27,5531.94,93173,404,5,4,0.0
43592,19,10428.92,90693,492,44,4,0.0
43593,18,1910.57,90642,328,45,2,0.0
43594,36,9217.96,94505,689,13,4,1.0
43595,34,5972.55,90466,801,11,2,0.0
43596,35,4810.31,91871,410,20,4,0.0
43597,29,6509.84,94740,363,13,1,0.0
43598,27,8297.24,94644,342,5,5,0.0
43599,20,6911.85,93032,381,44,2,0.0
43600,31,9385.87,95768,649,11,2,1.0
43601,38,1611.05,95665,421,24,2,0.0
43602,29,7431.07,92570,315,32,4,0.0
43603,32,5890.15,95013,669,20,5,0.0
43604,25,3062.28,93890,638,21,4,0.0
43605,33,9485.86,94924,495,17,5,1.0
43606,35,7315.62,92832,351,37,3,1.0
43607,25,3446.56,90286,488,21,1,0.0
