"id","age","monthly_income","zip","credit_score","years_of_employment","dependents","approved"
46355,35,14929.59,91812,772,30,1,1.0
46356,45,14649.06,94140,774,3,1,1.0
46357,20,8384.05,92702,352,41,3,0.0
46358,18,8944.04,90325,339,4,4,1.0
46359,26,4362.19,91808,678,17,4,0.0
46360,37,16308.59,90090,509,15,5,1.0
46361,39,11120.04,93648,839,45,2,1.0
46362,29,12886.63,92499,635,9,3,0.0
46363,32,5251.13,95562,599,5,4,1.0
46364,25,5389.8,93644,541,45,3,0.0
46365,25,14442.77,93314,565,21,5,0.0
46366,26,10643.91,90456,816,30,2,0.0
46367,22,10029.22,91164,551,15,3,0.0
46368,24,7395.12,92134,359,15,2,0.0
46369,21,7459.31,91271,583,24,3,0.0
46370,27,6405.69,92398,472,33,2,0.0
46371,39,8019.73,94101,670,7,3,1.0
46372,39,9702.33,94718,695,38,5,1.0
46373,21,11662.69,93875,476,2,1,0.0
46374,38,19884.76,90596,667,27,2,1.0
46375,28,15629.66,91347,429,41,5,0.0
46376,29,14993.31,96089,753,41,2,0.0
46377,22,11310.02,90954,684,38,5,0.0
46378,20,9137.98,95663,513,26,5,0.0
46379,18,12032.68,94791,451,31,4,1.0
46380,31,5861.0,94210,509,32,1,1.0
46381,26,15960.08,91916,762,32,4,0.0
46382,42,14277.22,96047,408,2,5,1.0
46383,38,17415.77,94211,410,26,5,1.0
46384,37,17833.76,91849,495,42,3,1.0
46385,21,16158.87,94088,333,29,4,0.0
46386,24,7930.94,93142,398,44,2,0.0
46387,20,5330.39,90492,560,25,1,0.0
46388,31,11711.62,92034,762,21,1,1.0
46389,30,15629.17,94634,536,32,5,1.0
46390,25,16386.42,94871,624,22,1,0.0
46391,30,9671.73,94523,366,24,4,1.0
46392,23,17651.99,95437,514,41,5,0.0
46393,29,9200.63,93255,517,22,5,0.0
46394,43,9675.91,93936,308,40,5,1.0
46395,36,8815.5,93114,532,41,4,1.0
46396,33,6927.03,90183,329,18,2,1.0
46397,29,8897.26,95930,468,31,1,0.0
46398,31,16834.31,92162,303,10,5,1.0
46399,29,6252.82,95226,372,41,2,0.0
46400,27,11595.29,93816,689,26,4,0.0
46401,29,8334.27,95594,460,14,2,0.0
46402,19,11873.1,92369,666,5,4,0.0
46403,18,8710.12,93844,343,24,1,1.0
46404,34,15696.69,91516,718,32,5,1.0
46405,26,9265.39,91889,369,17,2,0.0
46406,38,6693.41,91234,826,20,1,1.0
46407,31,15938.49,93885,673,2,4,1.0
46408,35,7101.24,93620,492,20,2,1.0
46409,22,12257.86,90535,593,9,4,0.0
46410,18,11536.42,95990,543,11,5,1.0
46411,26,9143.64,92433,485,37,4,0.0
46412,19,6912.8,90549,602,35,2,0.0
46413,23,8113.34,90117,452,23,5,0.0
46414,30,12999.94,92976,550,29,3,1.0
46415,18,11497.71,93326,846,31,3,1.0
46416,45,10251.26,93038,647,4,4,1.0
46417,18,14109.56,94997,412,4,4,1.0
46418,28,8591.14,94631,475,24,5,0.0
46419,44,12205.87,93765,347,24,3,1.0
46420,27,3327.96,95255,532,9,5,0.0
46421,37,3542.8,90947,471,25,5,1.0
46422,29,5965.46,94542,607,22,5,0.0
46423,25,16704.89,94681,832,40,4,0.0
46424,33,4741.6,93378,778,36,4,1.0
46425,27,10757.56,94767,356,24,4,0.0
46426,30,12093.42,92536,753,4,5,1.0
46427,22,5039.78,94283,773,32,1,0.0
46428,27,10995.26,95967,806,27,3,0.0
46429,31,12343.51,94164,650,4,3,1.0
46430,44,4701.79,95775,811,4,3,1.0
46431,26,10169.67,91530,479,39,4,0.0
46432,37,13356.73,92832,330,4,1,1.0
46433,27,4506.55,95575,766,2,4,0.0
46434,42,10569.98,94674,585,7,3,1.0
46435,25,6108.97,95286,744,37,3,0.0
46436,23,13033.02,91537,849,34,5,0.0
46437,18,14635.89,94852,412,42,3,1.0
46438,30,12421.31,93685,570,30,3,1.0
46439,23,8280.85,91884,681,16,2,0.0
46440,24,4376.13,92487,702,9,4,0.0
46441,21,12199.54,95048,568,10,1,0.0
46442,23,7040.33,96077,420,33,2,0.0
46443,30,6428.8,90827,775,25,3,1.0
46444,32,8286.77,90635,432,9,1,1.0
46445,31,9053.46,95362,641,38,2,1.0
46446,29,10528.49,91682,721,25,5,0.0
46447,32,3478.61,92904,734,40,4,1.0
46448,28,11341.27,91745,656,10,5,0.0
46449,28,3543.94,91318,515,37,4,0.0
46450,39,13673.09,90524,620,1,5,1.0
46451,37,12967.37,94397,639,16,5,1.0
46452,39,5989.08,93341,524,21,4,1.0
46453,30,6581.3,93952,538,32,3,1.0
46454,28,8180.98,93172,808,6,3,0.0
46455,34,8198.52,90427,446,19,3,1.0
46456,30,8580.66,94711,710,12,3,1.0
46457,33,9913.8,93091,504,44,4,1.0
46458,42,10090.69,95975,559,37,3,1.0
46459,28,10421.83,95558,553,40,1,0.0
46460,28,5862.31,94673,543,9,5,0.0
46461,39,12301.69,94166,341,37,4,1.0
46462,38,12972.89,94075,386,21,2,1.0
46463,22,11603.83,95904,440,4,3,0.0
46464,31,1441.02,90628,320,26,1,1.0
46465,39,16881.02,92625,461,30,3,1.0
46466,44,15235.73,95968,462,24,3,1.0
46467,41,7427.89,95627,394,28,2,1.0
46468,23,8491.4,95498,775,15,2,0.0
46469,30,10591.19,92569,634,6,2,1.0
46470,28,14335.95,95065,622,4,1,0.0
46471,21,10686.23,90245,505,4,2,0.0
46472,25,12094.5,94465,316,31,3,0.0
46473,20,10109.24,95964,784,29,4,0.0
46474,26,6112.51,90337,500,12,2,0.0
46475,26,7707.81,93243,385,19,5,0.0
46476,36,13609.04,95190,370,24,5,1.0
46477,21,9950.69,92357,706,34,2,0.0
46478,32,15906.79,94986,529,6,3,1.0
46479,23,9111.86,91678,412,26,5,0.0
46480,29,6358.12,91781,399,43,2,0.0
46481,34,6118.79,93805,529,38,1,1.0
46482,30,8132.29,94303,787,3,4,1.0
46483,35,10088.65,90537,441,12,2,1.0
46484,28,13499.77,90112,504,29,5,0.0
46485,32,9638.76,94851,638,43,4,1.0
46486,40,5870.73,90001,347,14,3,1.0
46487,32,9116.88,90897,370,9,1,1.0
46488,34,5423.9,93125,791,8,4,1.0
46489,45,14228.93,90026,844,8,1,1.0
46490,22,10177.58,94095,731,12,4,0.0
46491,28,11782.0,90995,676,13,1,0.0
46492,34,8044.62,90329,369,27,2,1.0
46493,31,10543.96,90526,757,31,5,1.0
46494,26,13962.85,94234,434,38,3,0.0
46495,24,16363.05,93360,617,17,5,0.0
46496,35,10600.0,94728,732,35,4,1.0
46497,24,7567.9,91584,680,12,3,0.0
46498,35,5555.36,94813,730,7,5,1.0
46499,34,10839.55,94004,756,13,2,1.0
46500,30,11860.39,91620,497,16,5,1.0
46501,33,15723.28,93401,621,13,2,1.0
46502,37,10431.05,90206,537,4,4,1.0
46503,28,3561.25,90528,530,4,4,0.0
46504,34,12497.8,92425,549,42,2,1.0
46505,26,7904.44,95260,320,10,2,0.0
46506,24,10043.49,92932,745,2,4,0.0
46507,25,12597.78,92515,610,3,2,0.0
46508,23,12823.4,92763,425,29,4,0.0
46509,21,11545.59,90634,753,42,1,0.0
46510,33,17039.36,92940,348,27,1,1.0
46511,25,10625.42,94126,386,40,1,0.0
46512,24,19510.53,93920,508,10,4,0.0
46513,40,8982.64,92196,476,7,1,1.0
46514,30,11708.82,94717,517,19,3,1.0
46515,29,14241.59,94341,670,43,5,0.0
46516,23,5882.32,92771,450,43,5,0.0
46517,19,11272.8,92935,450,3,1,0.0
46518,20,7005.61,95436,368,25,3,0.0
46519,40,6593.09,90995,706,18,4,1.0
46520,28,19449.63,93141,704,19,1,0.0
46521,18,6117.75,96096,524,30,4,1.0
46522,24,2663.46,91271,546,34,2,0.0
46523,18,8498.85,96020,627,8,5,1.0
46524,37,13729.69,95730,334,6,3,1.0
46525,38,14824.81,94615,610,27,5,1.0
46526,26,10137.54,94601,605,21,1,0.0
46527,25,17186.92,93359,546,21,4,0.0
46528,20,16215.03,92604,666,20,2,0.0
46529,36,8570.95,94591,541,25,1,1.0
46530,32,3545.03,94257,787,36,3,1.0
46531,45,10805.8,91687,778,45,2,1.0
46532,24,11973.8,95612,757,25,2,0.0
46533,23,6265.48,95988,477,37,4,0.0
46534,41,11706.39,92001,452,13,3,1.0
46535,19,4516.08,94107,481,36,1,0.0
46536,33,8846.2,92462,510,12,2,1.0
46537,32,18281.63,95669,794,10,4,1.0
46538,26,6666.49,92470,673,42,3,0.0
46539,27,9085.19,91690,366,40,2,0.0
46540,44,8368.32,95812,821,20,1,1.0
46541,35,4679.73,91942,524,2,3,1.0
46542,32,17330.29,93671,837,42,3,1.0
46543,35,8564.0,91924,346,5,1,1.0
46544,24,8726.76,92650,717,34,3,0.0
46545,28,7823.3,93065,495,27,4,0.0
46546,31,4290.63,95892,712,16,4,1.0
46547,36,15603.72,92868,508,22,2,1.0
46548,40,8832.51,94800,734,19,1,1.0
46549,43,7390.32,95421,410,5,4,1.0
46550,27,6338.34,94069,837,44,1,0.0
46551,37,8075.19,94793,824,5,4,1.0
46552,27,7650.4,92122,836,35,5,0.0
46553,20,15251.95,95156,560,5,3,0.0
46554,21,7417.67,94290,751,13,5,0.0
46555,30,7173.29,93610,498,9,4,1.0
46556,33,12779.65,92284,612,40,1,1.0
46557,22,9892.89,91169,513,31,5,0.0
46558,43,14663.99,93861,704,35,3,1.0
46559,37,7652.52,91585,494,44,2,1.0
46560,38,6972.5,94962,460,9,2,1.0
46561,34,11589.68,94187,708,31,4,1.0
46562,23,10605.28,91602,557,45,1,0.0
46563,24,13407.03,94848,536,35,5,0.0
46564,34,9660.29,92833,732,37,2,1.0
46565,43,9094.55,90159,517,20,1,1.0
46566,27,4526.41,92268,680,25,1,0.0
46567,41,15423.93,90024,465,43,4,1.0
46568,35,10812.99,93291,751,32,3,1.0
46569,19,6495.5,95848,310,31,2,0.0
46570,31,5392.74,90113,417,27,5,1.0
46571,26,4907.37,90209,389,41,2,0.0
46572,41,11699.4,91938,703,2,1,1.0
46573,39,7585.82,91379,307,35,2,1.0
46574,25,14743.01,92160,684,19,5,0.0
46575,25,12642.13,95498,364,18,5,0.0
46576,26,15350.36,91864,321,4,3,0.0
46577,26,5275.12,92514,730,21,4,0.0
46578,25,13873.58,91851,688,31,3,0.0
46579,34,13948.4,94320,339,37,3,1.0
46580,37,15065.57,93047,309,12,5,1.0
46581,25,8866.78,91410,756,37,3,0.0
46582,20,9411.65,92617,690,17,3,0.0
46583,33,3794.54,90616,488,10,3,1.0
46584,27,9971.84,93533,689,8,1,0.0
46585,36,7487.7,92079,718,22,5,1.0
46586,22,9398.91,92058,464,13,2,0.0
46587,39,12522.83,93836,655,33,1,1.0
46588,27,4275.06,91432,324,41,1,0.0
46589,27,9153.08,93372,582,2,4,0.0
46590,28,9069.15,91395,468,10,4,0.0
46591,34,10766.16,90959,459,37,4,1.0
46592,38,6074.41,95862,668,19,2,1.0
46593,44,8287.84,91594,478,22,4,1.0
46594,45,11334.37,91204,704,28,1,1.0
46595,44,3208.99,91930,682,14,5,1.0
46596,21,7918.94,91234,664,41,4,0.0
46597,37,1408.96,91660,824,27,1,1.0
46598,26,2852.64,93890,300,9,1,0.0
46599,39,13246.76,90123,380,11,1,1.0
46600,37,3768.87,95225,756,17,3,1.0
46601,32,9803.14,91581,670,8,1,1.0
46602,44,3582.21,96061,828,41,4,1.0
46603,31,13673.15,93552,478,16,4,1.0
46604,34,13878.21,91659,329,44,5,1.0
46605,42,2060.85,90312,318,42,4,1.0
46606,29,11778.91,93407,582,45,4,0.0
46607,27,6946.79,93612,760,33,5,0.0
46608,25,15590.79,93184,677,36,1,0.0
46609,44,15117.55,94014,528,24,3,1.0
46610,34,4731.09,91308,590,44,4,1.0
46611,28,8184.87,91676,318,44,1,0.0
46612,20,7424.37,92482,317,18,4,0.0
46613,35,6684.06,91237,610,17,1,1.0
46614,37,5571.31,92752,472,33,4,1.0
46615,24,14445.86,92324,513,4,1,0.0
46616,20,6809.35,91903,763,21,1,0.0
46617,40,8704.0,90174,655,15,4,1.0
46618,44,13643.34,90287,845,24,5,1.0
46619,31,7959.51,92002,652,16,3,1.0
46620,40,14291.3,92616,571,35,4,1.0
46621,41,10014.83,92482,483,24,1,1.0
46622,18,11034.7,91394,586,33,4,1.0
46623,21,6407.65,91823,506,5,5,0.0
46624,31,7541.77,95319,558,16,5,1.0
46625,43,10845.61,92475,781,32,4,1.0
46626,26,11260.02,93846,623,12,2,0.0
46627,41,6855.97,91032,415,25,3,1.0
46628,20,7762.84,93204,329,29,5,0.0
46629,30,7001.47,90202,767,21,3,1.0
46630,36,5559.75,95237,543,29,2,1.0
46631,43,15106.6,95066,756,31,4,1.0
46632,37,10187.35,90394,328,26,5,1.0
46633,36,6204.63,95557,593,9,1,1.0
46634,34,11389.42,94135,807,13,1,1.0
46635,40,19825.43,94993,641,39,1,1.0
46636,37,7807.64,90089,411,8,1,1.0
46637,28,4270.27,93061,682,29,5,0.0
46638,36,13592.58,94885,347,32,3,1.0
46639,30,11416.32,93049,442,16,1,1.0
46640,27,3999.25,94105,559,31,4,0.0
46641,32,7453.7,90441,525,42,2,1.0
46642,36,15229.99,90392,831,20,4,1.0
46643,18,12432.65,90693,609,39,3,1.0
46644,29,6118.32,95817,622,14,1,0.0
46645,24,13749.34,95376,338,28,5,0.0
46646,20,1992.65,91687,715,27,1,0.0
46647,25,3104.35,94945,813,15,5,0.0
46648,44,10949.2,92186,509,40,5,1.0
46649,31,6826.25,94613,520,39,5,1.0
46650,20,11416.03,95210,530,40,5,0.0
46651,22,7862.41,92681,458,39,4,0.0
46652,41,13361.06,91462,511,5,2,1.0
46653,21,8483.41,94738,383,26,5,0.0
46654,35,9906.31,95706,723,32,4,1.0
46655,41,9635.53,93111,756,16,5,1.0
46656,35,5234.37,90516,363,2,3,1.0
46657,24,5836.09,92596,713,25,2,0.0
46658,38,13413.23,91392,355,33,4,1.0
46659,22,6975.18,95804,602,35,4,0.0
46660,38,12717.89,91325,641,26,3,1.0
46661,28,13791.01,93577,500,33,2,0.0
46662,25,3445.76,92945,496,3,1,0.0
46663,34,16724.2,93739,306,4,1,1.0
46664,28,14423.86,90556,535,6,1,0.0
46665,32,15475.14,95738,532,41,3,1.0
46666,23,5083.86,93790,379,42,5,0.0
46667,44,12169.58,90602,785,32,4,1.0
46668,27,12068.13,94104,362,14,2,0.0
46669,24,7124.7,92100,471,19,5,0.0
46670,26,11195.1,95679,805,9,3,0.0
46671,35,14323.45,95545,389,17,2,1.0
46672,22,8607.07,94860,751,38,4,0.0
46673,27,10860.96,92930,693,26,5,0.0
46674,18,10092.36,95604,404,25,5,1.0
46675,39,7657.43,92548,653,5,3,1.0
46676,28,4489.82,95301,331,4,1,0.0
46677,18,17992.19,90183,592,39,1,1.0
46678,41,9340.07,90281,718,10,2,1.0
46679,28,5773.25,95855,464,12,5,0.0
46680,21,13078.11,96036,403,17,1,0.0
46681,31,8259.52,94220,754,24,1,1.0
46682,18,9333.45,95407,370,4,3,1.0
46683,37,10680.8,92063,436,27,4,1.0
46684,21,8346.84,91954,379,29,2,0.0
46685,35,7264.91,90659,521,40,1,1.0
46686,36,9915.14,92990,634,13,4,1.0
46687,20,5933.75,90520,493,2,5,0.0
46688,20,3562.52,95725,756,1,3,0.0
46689,18,7428.91,91212,776,34,2,1.0
46690,21,14444.16,96088,316,14,5,0.0
46691,30,7005.21,95195,548,15,4,1.0
46692,27,11576.89,92185,696,35,3,0.0
46693,31,1587.34,94014,607,8,4,1.0
46694,36,11857.05,91121,488,8,5,1.0
46695,34,9570.23,95972,760,16,1,1.0
46696,22,6600.32,96114,701,5,2,0.0
46697,33,4632.96,94672,621,9,2,1.0
46698,27,12895.88,93281,652,10,3,0.0
46699,40,11938.6,90375,365,20,4,1.0
46700,31,10336.08,95273,407,26,3,1.0
46701,22,9030.74,94890,499,34,3,0.0
46702,37,7902.75,91873,507,3,1,1.0
46703,25,14065.49,94773,719,23,3,0.0
46704,34,2184.47,92200,371,22,3,1.0
46705,28,14248.77,93873,840,18,1,0.0
46706,31,11673.29,94055,517,8,5,1.0
46707,30,8186.78,91038,802,7,1,1.0
46708,32,10328.18,95455,823,7,1,1.0
46709,30,7750.89,90383,665,17,4,1.0
46710,32,2107.37,94032,705,13,1,1.0
46711,32,13889.88,90702,452,11,4,1.0
46712,24,16102.36,90258,583,18,5,0.0
46713,35,4485.74,96037,737,40,1,1.0
46714,29,7317.64,95252,433,9,3,0.0
46715,36,11622.27,91651,643,31,3,1.0
46716,36,10037.19,91489,588,14,1,1.0
46717,22,5435.29,95720,369,26,2,0.0
46718,29,12783.98,95223,430,8,5,0.0
46719,40,13374.47,93731,820,13,3,1.0
46720,38,9761.42,95677,559,27,3,1.0
46721,19,8392.33,90642,759,22,4,0.0
46722,38,8910.41,90935,351,8,1,1.0
46723,40,14561.44,92443,404,6,4,1.0
46724,22,8735.56,90313,597,24,5,0.0
46725,23,11273.1,93478,836,10,2,0.0
46726,26,12707.51,92622,466,19,1,0.0
46727,42,10917.83,90169,655,4,4,1.0
46728,26,5827.65,92046,531,39,5,0.0
46729,37,3368.09,94025,501,28,2,1.0
46730,35,15580.15,90165,301,8,2,1.0
46731,31,14082.02,91196,508,40,3,1.0
46732,21,6618.67,92260,755,27,2,0.0
46733,35,15163.64,90283,317,30,3,1.0
46734,21,4266.04,91625,799,6,1,0.0
46735,19,10015.29,95697,340,25,1,0.0
46736,20,8630.34,90741,683,6,2,0.0
46737,27,11516.97,93376,446,24,1,0.0
46738,26,7902.69,92115,380,38,3,0.0
46739,36,11061.43,94385,580,29,2,1.0
46740,44,6991.26,91223,745,20,5,1.0
46741,38,14846.56,91225,765,2,5,1.0
46742,18,2281.39,96035,668,38,4,1.0
46743,39,6608.26,94447,341,42,5,1.0
46744,38,14339.38,95824,445,38,4,1.0
46745,27,9572.49,93163,697,13,3,0.0
46746,25,7644.65,91879,531,22,2,0.0
46747,45,8283.9,90972,476,18,1,1.0
46748,22,15650.27,95460,501,13,5,0.0
46749,23,11775.1,93580,395,45,2,0.0
46750,30,11768.66,92383,686,3,2,1.0
46751,33,4826.13,95658,603,31,2,1.0
46752,26,7455.95,92872,839,42,1,0.0
46753,31,5590.26,90534,693,13,1,1.0
46754,29,9496.38,90011,367,23,2,0.0
46755,25,8341.92,91398,780,21,2,0.0
46756,29,11462.3,91682,780,41,2,0.0
46757,39,12381.72,95680,469,33,2,1.0
46758,40,17147.46,90046,850,36,4,1.0
46759,36,11304.73,95425,748,25,4,1.0
46760,34,3368.16,93725,511,14,4,1.0
46761,21,8286.46,93506,840,15,4,0.0
46762,40,4689.32,91145,728,33,3,1.0
46763,42,7187.72,92222,554,25,3,1.0
46764,37,6334.37,91829,304,30,2,1.0
46765,30,9371.8,92303,799,5,4,1.0
46766,25,7246.76,90014,480,32,2,0.0
46767,27,8683.82,95860,411,23,1,0.0
46768,32,12719.91,93743,443,31,2,1.0
46769,23,5985.83,91915,644,1,5,0.0
46770,37,9499.03,96014,440,44,1,1.0
46771,38,10412.41,90432,550,15,4,1.0
46772,32,11768.25,94913,822,13,1,1.0
46773,41,11760.85,93099,559,27,3,1.0
46774,30,10636.86,92768,608,34,1,1.0
46775,45,4185.2,94106,491,43,2,1.0
46776,32,6497.06,92558,365,15,2,1.0
46777,41,4154.0,92481,752,38,2,1.0
46778,35,14837.3,93255,633,20,4,1.0
46779,23,18905.92,92335,723,22,5,0.0
46780,24,8291.33,92293,679,29,3,0.0
46781,25,6586.08,95584,825,37,5,0.0
46782,28,6360.12,91840,535,17,5,0.0
46783,26,16721.45,91390,849,29,4,0.0
46784,43,14830.82,91087,660,35,3,1.0
46785,36,6625.51,93750,577,18,5,1.0
46786,27,8371.3,90312,810,5,1,0.0
46787,31,17185.8,94514,379,40,4,1.0
46788,24,5844.36,92523,373,5,4,0.0
46789,21,7520.89,94192,468,14,5,0.0
46790,18,12936.65,91806,718,34,1,1.0
46791,31,13450.95,93185,615,32,2,1.0
46792,24,16547.0,94841,528,17,3,0.0
46793,40,13952.61,91833,604,37,5,1.0
46794,24,14249.12,94222,469,27,1,0.0
46795,28,12241.72,94817,703,3,4,0.0
46796,22,7093.79,91760,758,40,4,0.0
46797,45,9145.8,90954,418,25,2,1.0
46798,34,14395.03,92373,727,19,3,1.0
46799,23,9894.2,95305,622,38,1,0.0
46800,32,7409.22,92894,631,7,3,1.0
46801,30,16253.96,96058,831,42,2,1.0
46802,21,10995.59,95623,380,29,3,0.0
46803,26,10791.3,92216,300,16,5,0.0
46804,31,13587.25,93564,767,33,1,1.0
46805,41,8778.91,92518,691,6,3,1.0
46806,32,5197.08,93824,390,30,5,1.0
46807,28,7870.81,94115,725,12,5,0.0
46808,30,13141.35,92571,455,27,2,1.0
46809,29,7655.53,91115,400,44,2,0.0
46810,20,11815.28,91211,440,37,4,0.0
46811,22,13366.66,93869,513,11,3,0.0
46812,38,14096.71,93132,386,27,4,1.0
46813,19,13121.86,94539,704,22,3,0.0
46814,38,14299.14,94846,360,37,1,1.0
46815,35,18567.14,95755,338,26,5,1.0
46816,40,13680.54,93754,314,14,4,1.0
46817,19,7451.16,94293,305,19,5,0.0
46818,28,10252.39,93272,603,17,3,0.0
46819,32,8359.18,94878,683,5,1,1.0
46820,29,7301.04,91305,529,19,2,0.0
46821,25,11715.47,93149,638,31,4,0.0
46822,34,9075.21,96103,725,44,5,1.0
46823,31,7057.91,92770,391,41,1,1.0
46824,38,9448.6,90386,819,15,1,1.0
46825,27,9430.7,93273,790,31,5,0.0
46826,36,10953.53,94670,548,15,3,1.0
46827,40,9462.85,90063,336,31,1,1.0
46828,41,9336.8,93543,618,42,4,1.0
46829,19,13982.59,96133,458,34,2,0.0
46830,25,18940.65,92061,820,31,4,0.0
46831,29,7342.84,91816,460,33,3,0.0
46832,36,16465.49,91191,803,13,1,1.0
46833,35,6749.27,92047,536,19,4,1.0
46834,38,6864.77,92485,543,16,3,1.0
46835,33,14714.86,93473,447,8,5,1.0
46836,26,7864.29,92228,699,7,2,0.0
46837,18,7203.66,93963,835,12,2,1.0
46838,38,11756.14,95507,329,35,5,1.0
46839,25,10883.0,92038,590,7,3,0.0
46840,31,9450.07,93014,809,1,1,1.0
46841,30,11698.71,92951,565,6,3,1.0
46842,29,2811.18,93702,595,6,2,0.0
46843,21,10850.31,94737,778,25,5,0.0
46844,30,9166.09,95632,517,42,2,1.0
46845,19,9551.27,91202,798,33,2,0.0
46846,30,12260.68,90093,428,43,2,1.0
46847,38,11811.17,91188,630,20,2,1.0
46848,31,9133.18,92067,766,40,3,1.0
46849,37,2160.97,94202,576,40,5,1.0
46850,35,9488.2,93783,522,9,2,1.0
46851,35,12147.75,93546,823,18,5,1.0
46852,37,4013.82,94681,376,2,2,1.0
46853,27,2042.49,95335,510,31,4,0.0
46854,40,9867.8,91891,824,44,4,1.0
46855,34,1419.31,92299,850,39,4,1.0
46856,34,12869.59,94615,353,21,4,1.0
46857,45,4905.32,92686,827,45,4,1.0
46858,28,5187.54,91336,631,42,4,0.0
46859,26,9118.33,90409,599,4,2,0.0
46860,28,19221.5,90536,768,31,2,0.0
46861,45,7378.67,94360,739,11,4,1.0
46862,44,16198.09,93781,629,3,4,1.0
46863,35,16067.31,95521,510,15,1,1.0
46864,31,12886.31,95140,382,6,5,1.0
46865,28,14755.07,90850,820,20,1,0.0
46866,25,11569.46,90414,825,13,1,0.0
46867,34,8673.7,91443,775,10,5,1.0
46868,26,13605.56,94016,340,39,3,0.0
46869,41,15528.28,93248,764,32,2,1.0
46870,38,8864.27,92816,387,28,2,1.0
46871,32,13432.82,92340,530,26,3,1.0
46872,32,10841.03,91973,695,32,1,1.0
46873,32,10621.97,91760,599,5,1,1.0
46874,23,15191.96,96020,501,22,5,0.0
46875,30,13635.24,95135,780,1,5,1.0
46876,35,14340.68,94605,819,24,4,1.0
46877,30,11403.73,95473,805,2,4,1.0
46878,36,7354.38,93045,302,41,1,1.0
46879,33,9876.4,95589,690,17,5,1.0
46880,41,9836.72,90902,437,12,2,1.0
46881,35,8974.83,90804,735,13,5,1.0
46882,23,14618.72,94453,659,3,3,0.0
46883,37,11685.6,94004,464,30,1,1.0
46884,35,14687.54,95593,662,5,3,1.0
46885,24,11783.08,90750,351,15,3,0.0
46886,20,9549.8,90638,615,23,3,0.0
46887,25,10598.55,92567,579,9,1,0.0
46888,32,5602.64,91858,486,10,5,1.0
46889,41,12129.94,92631,799,21,2,1.0
46890,25,8026.08,95176,346,16,5,0.0
46891,21,11504.3,94370,648,24,5,0.0
46892,24,7844.1,90261,711,31,2,0.0
46893,23,9821.25,90887,619,1,3,0.0
46894,20,9903.91,91183,650,24,4,0.0
46895,38,2071.84,92864,732,34,1,1.0
46896,44,12392.23,90186,325,38,2,1.0
46897,38,8212.18,94674,433,17,3,1.0
46898,37,12244.56,91151,577,23,4,1.0
46899,19,13354.96,92017,472,21,4,0.0
46900,34,3025.05,92653,759,36,3,1.0
46901,22,5560.38,90305,631,30,5,0.0
46902,21,4203.81,92199,359,26,3,0.0
46903,32,8750.09,96068,567,37,5,1.0
46904,44,2259.77,90301,679,26,1,1.0
46905,36,3964.15,93882,433,33,2,1.0
46906,25,7259.65,94015,589,21,2,0.0
46907,35,15605.74,95998,592,22,2,1.0
46908,35,4687.62,93614,511,43,5,1.0
46909,28,6499.09,94371,571,28,4,0.0
46910,29,10365.62,93863,583,5,2,0.0
46911,41,7250.24,93990,399,19,3,1.0
46912,23,16300.85,91580,459,15,1,0.0
46913,38,18513.54,94130,346,16,5,1.0
46914,36,14614.15,93263,641,24,3,1.0
46915,20,12485.74,93931,824,17,4,0.0
46916,30,11117.96,92688,729,43,2,1.0
46917,30,11369.86,93709,435,13,1,1.0
46918,40,6229.33,94074,455,33,3,1.0
46919,27,11153.15,91797,599,12,3,0.0
46920,40,8597.82,93151,459,36,4,1.0
46921,23,8969.59,94958,658,38,3,0.0
46922,40,15886.26,94167,820,32,4,1.0
46923,35,14981.99,94269,484,17,3,1.0
46924,32,2017.93,90875,416,12,1,1.0
46925,34,13465.15,92910,799,13,3,1.0
46926,37,2210.53,93492,609,2,5,1.0
46927,21,14852.47,91746,766,40,4,0.0
46928,18,12749.02,93020,734,25,5,1.0
46929,27,11423.32,95875,558,1,2,0.0
46930,22,6055.17,94373,522,14,3,0.0
46931,31,17467.01,90216,805,1,5,1.0
46932,41,7865.61,91015,420,32,4,1.0
46933,34,12386.5,90124,342,19,5,1.0
46934,36,15638.68,94439,623,8,4,1.0
46935,19,8567.18,90962,759,15,5,0.0
46936,31,9653.76,91799,772,43,2,1.0
46937,33,7503.92,95749,644,7,1,1.0
46938,43,10448.27,90585,649,26,1,1.0
46939,19,9481.59,93944,339,38,2,0.0
46940,26,7642.31,94968,699,45,4,0.0
46941,29,11252.75,90540,415,42,2,0.0
46942,27,1249.99,94069,574,27,3,0.0
46943,32,9237.29,95507,695,25,2,1.0
46944,20,7646.8,95915,376,39,1,0.0
46945,36,11406.04,92010,539,27,4,1.0
46946,41,11641.65,91602,523,16,2,1.0
46947,37,3922.55,93189,492,27,3,1.0
46948,35,11301.25,94801,546,1,2,1.0
46949,23,9649.54,93917,361,4,5,0.0
46950,44,12617.28,95279,765,44,2,1.0
46951,41,6494.11,90688,386,30,5,1.0
46952,44,3642.78,92602,673,39,5,1.0
46953,25,14379.54,90539,811,34,5,0.0
46954,36,12199.73,93109,568,34,4,1.0
46955,29,4814.79,90799,481,13,5,0.0
46956,30,9466.53,90358,575,41,1,1.0
46957,22,3371.67,94336,835,38,1,0.0
46958,40,3664.88,92725,708,41,2,1.0
46959,29,12459.07,95184,807,1,2,0.0
46960,28,10166.51,90711,486,11,2,0.0
46961,29,9780.97,93302,397,27,1,0.0
